	hotel_name	city_int	price	quality_test	total_rat	premium	lat	lon	part_total_rat	breakfast	cleanliness	comfort	facilities	food	hotel_condition	location	room	service	value_for_money	double_bed	king_bed	queen_bed	individual_bed	four_bed	two_ind_beds	five_bed	six_bed	triple	water_sports	winter_sports	family	party	fitness	gay_friendly	gourmets	big_groups	honey_moon	business	adults_only	single_status	pet_travelers	atrapalo_rc	customer_alliance_rc	expedia_rc	holiday_check_rc	hoteles_rc	hotelsclick_rc	splendia_rc	superbreak_rc	vinivi_rc	zoover_rc	hostelbookers_rc	atrapalo_r	customer_alliance_r	expedia_r	holiday_check_r	hoteles_r	hotelsclick_r	splendia_r	superbreak_r	vinivi_r	zoover_r	hostelbookers_r	air_conditioner	bar_in_hotel	gym	pet_allowed	parking	pool	restaurant	spa	wifi_room	wifi_hall	air_conditioner_free	bar_in_hotel_free	gym_free	pet_allowed_free	parking_free	pool_free	restaurant_free	spa_free	wifi_room_free	wifi_hall_free	hotel_type	neighbourhood	is_hotel_very_centric	is_hotel_centric	is_neighbourhood_very_centric	city_name	email	phone	postal_code	star_count	street	type	web
270	Amra Barcelona Caspe	2	101.0	0	0	0	41.389755	2.171437	742	0	87	81	78	0	0	93	82	86	82	1	0	0	1	1	1	0	0	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	4	la Dreta de l'Eixample	True	False	True	Barcelona	booking@amrahostel.com	+34(93)4124797	08010	0	Caspe, 28	[u'Hostal']	http://www.amrahostel.com/
271	Mercer House Boria Bcn	2	197.0	0	0	0	41.384701	2.1789	965	0	86	81	81	77	80	88	84	86	80	1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	88.0	90.0	88.0	0.0	0.0	0.0	0.0	90.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	Sant Pere, Santa Caterina i la Ribera	False	True	False	Barcelona	boriabcn@boriabcn.com	+34(93)2955893	08003	4	C/ Boria 24-25	[u'Hotel']	http://www.boriabcn.com
272	Casp74	2	225.0	0	0	0	41.392548	2.175255	1589	0	92	90	89	0	87	90	86	90	86	1	0	0	0	0	0	1	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	0.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	92.0	0.0	92.0	0.0	0.0	0.0	0.0	88.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	la Dreta de l'Eixample	True	False	True	Barcelona	CASP74@APARTMENTSCASP74.COM	+34(93)2654194 	08010	4	Carrer de Casp, 74	[u'Apartotel']	http://WWW.APARTMENTSCASP74.COM/
273	Majestic Hotel & Spa Barcelona	2	269.0	0	0	0	41.393517	2.163981	4070	77	93	90	86	82	90	95	87	91	81	0	0	1	0	1	1	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	71.0	0.0	0.0	317.0	0.0	0.0	0.0	90.0	88.0	94.0	0.0	82.0	0.0	0.0	91.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Dreta de l'Eixample	True	False	True	Barcelona	info@hotelmajestic.es	+34(93)4881717	08007	5	Paseo De Gracia 68	[u'Hotel']	http://www.hotelmajestic.es/en/?utm_source=trivago&utm_medium=perfil_pro&utm_campaign=direct_link
274	EuroHotel Diagonal Port	2	159.0	1	0	0	41.4007	2.2089	1568	78	76	72	69	70	74	78	72	79	70	1	0	0	0	0	1	0	0	0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	654.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	76.0	67.0	70.0	84.0	0.0	0.0	0.0	80.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	Diagonal Mar i el Front Maritim del Poblenou	False	False	False	Barcelona	info@eurohotelbarcelona.com	+34(93)2302000	08005	4	Lope De Vega 4	[u'Hotel']	http://www.eurohotelbarcelona.com
275	The Mirror Barcelona	2	173.0	1	0	0	41.393063	2.15449	2272	80	86	89	83	71	88	86	84	88	81	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	71.0	0.0	0.0	317.0	0.0	0.0	0.0	88.0	57.0	90.0	0.0	91.0	0.0	0.0	90.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	l'Antiga Esquerra de l'Eixample	False	True	True	Barcelona	info@themirrorbarcelona.com	+34(93)2028686	08036	4	Corsega, 255	[u'Hotel']	http://www.themirrorbarcelona.com
276	Room Mate Pau	2	169.0	0	0	0	41.387684	2.171928	1060	72	93	89	84	77	88	97	86	92	84	1	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.0	92.0	92.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Dreta de l'Eixample	True	False	True	Barcelona	pau@room-matehotels.com	+34(93)3436300	08010	4	Fontanella, 7	[u'Hotel']	http://pau.room-matehotels.com/index.php/en
277	Curious	2	85.0	0	0	1	41.382408	2.170452	1408	77	91	81	81	77	85	95	83	92	87	1	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.0	85.0	86.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Raval	False	True	True	Barcelona	hotel@hotelcurious.com	+34(93)3014484	08001	1	C/ Carme 25	[u'Hotel']	http://r.myhotelshop.de/redirect.php?placement=101&targetUrl=http%3A%2F%2Fwww.hotelcurious.com%2Fesp%2Fhotel-barcelona%2F&reportingId=133768835758105e1e1c9734.60467256&kid=2303
278	AC Hotel Victoria Suites	2	164.0	0	0	0	41.38916	2.121411	338	78	90	88	85	79	83	81	87	87	81	0	0	0	0	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	654.0	0.0	0.0	0.0	0.0	0.0	80.0	0.0	90.0	88.0	88.0	88.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	Pedralbes	False	False	False	Barcelona	acvictoriasuites@ac-hotels.com	+34(93)2069900	08034	4	Beltran i Rozpide, 7-9	[u'Hotel']	http://www.ac-hotels.com/172-AC_VICTORIA_SUITES.html
279	Hotel Caledonian	2	80.0	0	0	0	41.384102	2.1618	1015	74	86	77	74	78	75	89	77	82	79	0	0	1	1	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	79.0	0.0	78.0	87.0	78.0	0.0	0.0	0.0	0.0	76.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	Sant Antoni	False	True	True	Barcelona	caledonian@hotel-caledonian.com	+34(93)4530200	08011	3	Gran Via de les Corts Catalanes, 574	[u'Hotel']	http://www.hotel-caledonian.com
280	Gallery Hotel	2	136.0	0	0	0	41.394924	2.15931	1602	77	90	88	85	77	87	93	81	89	82	1	0	1	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	71.0	0.0	0.0	0.0	0.0	84.0	0.0	88.0	92.0	88.0	0.0	87.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Dreta de l'Eixample	False	True	True	Barcelona	comercial@galleryhoteles.com	+34(93)4159911	08008 	4	C/ Rossello 249	[u'Hotel']	http://www.galleryhotel.com/en
281	Violeta Boutique	2	114.0	0	0	0	41.390228	2.172039	1166	0	92	87	85	0	85	94	86	92	87	1	0	0	1	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.0	38.0	88.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	la Dreta de l'Eixample	True	False	True	Barcelona	info@violetaboutique.com	+34(933)028158	08010	2	Caspe, 38	[u'Hotel']	http://violetaboutique.com
282	Brustar Sagrada Familia	2	108.0	0	0	0	41.401356	2.169104	116	0	83	79	76	0	0	84	0	81	77	1	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	la Dreta de l'Eixample	True	False	True	Barcelona		932457844	08025	0	Roger de Flor 215. 1 -1, Eixample, Barcelona	[u'Hotel']	
283	Oasis	2	94.0	0	0	0	41.382702	2.1847	1542	66	80	73	73	74	75	91	74	81	79	1	0	0	1	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	654.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	76.0	82.0	76.0	78.0	0.0	0.0	0.0	77.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	Sant Pere, Santa Caterina i la Ribera	False	True	False	Barcelona	reservas@hoteloasis.es	+34(93)3194396	08003	2	Pla del Palau, 17	[u'Hotel']	http://www.hoteloasis.es
284	Apartaments Ciutat Vella	2	153.0	0	0	0	41.382229	2.173134	409	0	84	74	78	0	76	91	78	82	79	0	0	0	1	1	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	0.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	78.0	0.0	80.0	0.0	0.0	0.0	0.0	80.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	el Barri Gotic	False	True	True	Barcelona	info@apartamentsciutatvella.es	+34(93)2697475	08002	0	Carrer d'en Roca, 8	[u'Casa / Apartamento']	http://www.apartamentsciutatvella.es/
285	Andante Hotel	2	118.0	0	0	0	41.375698	2.175998	2228	77	92	86	80	81	88	91	86	89	84	1	0	0	1	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	654.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	88.0	93.0	88.0	80.0	0.0	0.0	0.0	89.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	el Raval	False	True	True	Barcelona	info@andantehotel.com	+34(902)222103	08001	3	Drassanes, 23-25	[u'Hotel']	http://www.andantehotel.com
286	Room Mate Emma	2	112.0	0	0	0	41.392822	2.156286	2364	77	91	85	83	81	85	89	83	92	82	1	0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	71.0	0.0	0.0	0.0	0.0	84.0	0.0	86.0	90.0	84.0	0.0	89.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	l'Antiga Esquerra de l'Eixample	False	True	True	Barcelona	emma@room-matehotels.com	+34(93)2385606	08008	3	Carrer Rossello 205	[u'Hotel']	http://emma.room-matehotels.com/
287	Hotel Granvia	2	161.0	0	0	0	41.395802	2.1773	1317	77	92	85	86	78	86	95	84	87	86	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	61.0	0.0	86.0	92.0	90.0	0.0	0.0	0.0	0.0	86.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Fort Pienc	True	False	True	Barcelona	hgranvia@nnhotels.com	+34(93)3181900	08007	3	Gran Via de les Corts Catalanes, 642	[u'Hotel']	http://www.hotelgranvia.com/
288	HLG City Park Pelayo	2	109.0	0	0	0	41.386002	2.1654	858	61	79	69	68	73	74	91	70	77	73	1	0	1	0	0	0	0	0	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	0.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	78.0	0.0	76.0	0.0	80.0	0.0	0.0	0.0	0.0	74.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Dreta de l'Eixample	True	False	True	Barcelona	R.PELAYO@HLGHOTELS.COM	+34(93)3427020	08001	2	Carrer Pelai, 1	[u'Hotel']	http://WWW.HOTELCITYPARKPELAYO.COM
289	Catalunya	2	89.0	0	0	0	41.385502	2.171737	2110	75	84	74	72	65	74	94	73	78	77	1	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	66.0	0.0	76.0	77.0	76.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Barri Gotic	True	False	True	Barcelona	hcatalunya@hotelcatalunya.name	+34(93)3019150	08002	2	Calle Santa Anna, 24	[u'Hotel']	http://es.hotelcatalunya.net/
290	Onix Liceo	2	112.0	0	0	0	41.378067	2.173091	1807	74	87	76	77	79	81	90	79	80	78	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	83.0	0.0	80.0	90.0	80.0	0.0	0.0	0.0	0.0	89.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Raval	False	True	True	Barcelona	liceo@onixhotels.com	+34(93)4816441	08001	4	Carrer Nou de la Rambla 36	[u'Hotel']	http://www.onixliceohotel.com/en/
291	Hotel Balmes	2	143.0	1	0	0	41.391609	2.159334	2811	77	87	78	78	78	81	87	78	80	78	1	0	0	1	0	0	0	0	0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	75.0	0.0	80.0	82.0	78.0	0.0	0.0	0.0	0.0	79.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	l'Antiga Esquerra de l'Eixample	False	True	True	Barcelona	balmes@derbyhotels.com	+34(93)4511914	08008	4	Mallorca, 216	[u'Hotel']	http://www.hotelbalmes.com
292	Acevi Villarroel	2	115.0	1	0	0	41.385365	2.156711	3767	73	87	80	77	76	81	82	80	84	78	1	0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	80.0	0.0	82.0	65.0	80.0	0.0	0.0	0.0	0.0	85.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	l'Antiga Esquerra de l'Eixample	False	True	True	Barcelona	villarroel@acevihotels.com	+34(93)4520000	08011	4	Villarroel, 106	[u'Hotel']	http://www.acevihotels.com/html/es/villarroel/villarroel.html
293	Sunotel Central	2	90.0	0	0	0	41.384212	2.161828	2955	77	81	71	76	75	75	87	71	80	74	1	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	0.0	452.0	654.0	0.0	0.0	0.0	317.0	0.0	71.0	0.0	74.0	0.0	70.0	78.0	0.0	0.0	0.0	77.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	Sant Antoni	False	True	True	Barcelona	sunotel@sunotel.es	+34(93)4527374	08011	4	Gran Via de las Corts Catalanes, 570	[u'Hotel']	http://www.sunotel.net/hotel/barcelona/hotelcentral.htm
294	H10 Universitat	2	77.0	1	0	0	41.386913	2.166641	2820	77	87	78	81	83	83	94	77	86	79	1	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	81.0	0.0	84.0	88.0	82.0	0.0	0.0	0.0	0.0	79.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Dreta de l'Eixample	True	False	True	Barcelona	h10.universitat@h10hotels.com	+34(93)3427850	08007	4	Ronda Universitat, 21	[u'Hotel']	http://www.hotelh10universitat.com/en/index.html
295	Gran de Gracia Apartments	2	193.0	0	0	0	41.404175	2.151566	322	0	85	83	83	0	80	86	84	84	82	0	0	0	0	1	0	1	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.0	100.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3	la Vila de Gracia	False	True	False	Barcelona	gracia@barcelona-apartment.com	+34(93)4510402	08012	0	Gran de Gracia, 205	[u'Casa / Apartamento']	http://www.barcelona-apartment.com
296	Sant Jordi Santa Anna	2	119.0	0	0	0	41.384762	2.171025	218	0	76	76	79	0	74	92	0	75	82	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	406.0	0.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	el Barri Gotic	True	False	True	Barcelona	apartaments@stjordi.com	+34(93)2082111	08002	0	Santa Anna, 2	[u'Casa / Apartamento']	http://www.atriumhotels.com/en/apartaments-sant-jordi-santa-anna/descripcion/
297	Hotel Omm	2	230.0	0	0	0	41.396248	2.160955	1726	77	91	87	85	78	84	94	83	87	79	0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	71.0	0.0	0.0	0.0	0.0	80.0	0.0	90.0	80.0	90.0	0.0	92.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Dreta de l'Eixample	False	True	True	Barcelona	reservas@hotelomm.com	+34(934)454000	08008	5	Rosello, 265	[u'Hotel']	http://www.hotelomm.com
298	Bcn Sagrada Familia Apartments	2	109.0	0	0	0	41.408394	2.177664	170	0	77	73	72	0	0	79	0	74	73	1	1	0	0	1	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	la Sagrada Familia	False	True	True	Barcelona		+34(672)347900	08025	0	carrer rosello 478 Eixample	[u'Casa / Apartamento']	
299	Dalia Ramblas	2	110.0	0	0	0	41.380077	2.172836	1529	0	79	75	69	69	77	90	75	82	76	1	0	0	1	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.0	65.0	76.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	el Raval	False	True	True	Barcelona		+34(934)120718	08001	3	Sant Pau, 22	[u'Hotel']	http://daliaramblas.com
300	Condado	2	69.0	0	0	0	41.395901	2.149882	2248	77	88	85	79	80	87	82	83	86	83	1	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	80.0	0.0	88.0	90.0	82.0	0.0	0.0	0.0	0.0	68.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	Sant Gervasi - Galvany	False	True	False	Barcelona	hotel@condadohotel.com	+34(93)2002311	08021	3	Aribau 201	[u'Hotel']	http://www.condadohotel.com
301	Eurostars Monumental	2	127.0	0	0	0	41.400646	2.178593	652	75	85	79	77	77	79	85	77	84	78	1	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	81.0	0.0	80.0	70.0	78.0	0.0	0.0	0.0	0.0	78.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Fort Pienc	False	True	False	Barcelona	info@eurostarsgaudi.com	+34(93)2320288 	08013	4	Consell de Cent, 498-500	[u'Hotel']	http://www.eurostarshotels.com/eurostars-monumental.html
302	Upper Diagonal	2	99.0	0	0	0	41.390884	2.12271	50	0	91	90	85	81	83	83	81	90	82	1	0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	0.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.0	0.0	88.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	Sarria	False	False	False	Barcelona			08034	0	Manuel Girona, 27	[u'Hotel']	
303	Bbarcelona Sagrada Familia Garden Apartment	2	194.0	0	0	0	41.404167	2.176499	53	0	87	83	83	0	0	89	0	85	84	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	la Sagrada Familia	False	True	True	Barcelona			8013	0	Mallorca 434	[u'Apartotel']	
